item_id,tags,locale,region,tier,traits,content_summary
item_41bbad02fd102a8d,"Public Services & Government, Post Offices",Philadelphia,PA,-1,,"This is the worst post office in Philadelphia. Today I tried three times to get stamps and find TWO lost packages, but they were not open when they were suppos | My first Eek! rating goes to the USPS. I know the brave folks who reliably deliver mail despite rain or snow or heat or gloom of days (and overprotective barki | What is going on here? Constantly out of stamps and now I have seen that nasty clerk there again. This place was just starting to show a dramatic improvement bu"
item_41bd08b5fa3ecb20,"Cheesesteaks, Restaurants, Pizza, American (Traditional)",Philadelphia,PA,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi='free';BikeParking=True,"As of yet, I have gotten take out only. Tried the putine. Tried the pizza. Chicken marsala was good, but a little too heavy on the pasta. My go to dish: pulle | This place has gone downhill fast. When it first opened, it was consistently good, whether ordering a pizza, sandwich or poutine fries. All this being said, the | What a great addition to the neighborhood!! Read about this place and couldn't wait to give it a try. We kept it simple with pizza and fries. The order person w"
item_41c075078255bb2b,"Food Trucks, Street Vendors, Sandwiches, Seafood, Restaurants, Asian Fusion, Food",Philadelphia,PA,1,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;GoodForKids=True;BikeParking=True,"About a week ago I was in the mood for seafood so I decided to head over to one of my favorite spots Luke's Lobster Shack. On the way I was distracted by a food | Just had the combo - crab cake sandwich, crab mac, and clam strips. Good portions and good food! Will look forward to seeing this food truck again. | I am NOT a fan of the crabcake, however, after hearing all of my officemates making love noises in their cubicles, I decided to give 's a try. I wa"
item_41c1f18067a075ed,"Bakeries, Food",Philadelphia,PA,1,RestaurantsTakeOut=True;BikeParking=True,"El Mejor Pan Mexicano, Los Sabores de Mexico | Tienen pan de muertos!!! Obviamente, conchas y otros panes dulces también, pero llegué a Las en la búsqueda de Pan de Muertos y lo encontré :) Great loca | A sweet, family owned bakery business, local to south Philadelphia. Delicious pastries, yogurt with homemade granola, and breads. Fresh Squeezed juices (Orange,"
item_41c549b9b338f19b,"Restaurants, Ice Cream & Frozen Yogurt, Food, American (New), Sandwiches, American (Traditional)",Tampa,FL,1,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi='free';BikeParking=True,"One of best breakfast spots in Tampa. Very fresh bagels and sandwiches. Small shop with great service. Lil B is one of best things on menu. | A lot of times you walk into local establishments and re are ""kids"" working behind counter and if you're like me, you wait for ei r an attitude or | This place has gotten much better. I think it just took a little while for m to find re groove. I now frequent this place and am having great experiences."
item_41c6f840c8f1e650,"Shopping, Fashion, Women's Clothing",Philadelphia,PA,3,BusinessAcceptsCreditCards=True,"Love the idea of this boutique: Clothes made in Philadelphia with sustainability in mind. They have limited runs of each design. After browsing several tim | I am split on Sa Va - I like some of the designs and want to support sustainable sources for clothing, but I just haven't found anything I actually WANT to buy | I changed my original review from two to three stars. The owners contacted me and told me to give them design suggestions. Like I'm a clothing designer? They"
item_41c79bbb6fba3175,"Medical Spas, Day Spas, Fitness & Instruction, Health & Medical, Skin Care, Active Life, Waxing, Beauty & Spas, IV Hydration, Hair Removal, Massage Therapy, Meditation Centers",Tampa,FL,-1,BusinessAcceptsCreditCards=True;WiFi=u'free';BikeParking=True,I am struggling with the number of stars for this review so I decided on three. Some aspects of my experience were 5 stars others were one. This location just | I purchased a Groupon for a customized facial. Needless to say my first around wasn't so pleasing so I was asked to come back I'm really glad I did. The aes | I purchased the Groupon for the eyelash lift brow tint. I did not take pictures of the before after of my eyelashes but I think they look amazing ! Brow
item_41d2a34019efa124,"Mobile Phones, Shopping, Local Services, IT Services & Computer Repair, Mobile Phone Repair",Tampa,FL,1,BusinessAcceptsCreditCards=True;BikeParking=True,"Outst ing people service. My iPad was professionally repaired for the right price. They're very honest knowledgeable about many kind of devices. Very | Valantin his wife provide a fast, honest affordable service for apple devices' , as well as other products. Very recommended! | This is the best sales experience I have ever had. They owners are both such nice, kind people that value customer service. They make sure that you leave with a"
item_41d6039201191cff,"Pizza, Food, Fast Food, Restaurants",Philadelphia,PA,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi='free',"I was forced to come here when i could no longer get dominoes, papa johns etc. I was a fan of as a kid, but its just not my style pizza anymore. | Great customer service. Always friendly. Pizza is low priced and convenient. If you get something other than the Hot-N-Ready plain or pepperoni they make it fre | Cant beat already made pizza when you are in a rush to just eat something quick. They have hot and ready pizza that is always accessible. On this particular day"
item_41d9f1c89c121375,"Gay Bars, Bars, Nightlife, American (Traditional), Restaurants",Philadelphia,PA,2,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=False,"This was my first visit to the restaurant. I ordered the glazed salmon entree served over warm greens with a beurre blanc for dinner, and it was pretty terribl | , oddly enough, is not on Street (and thus is not to be confused with Tavern on ). It's a half block away on Locust, in what I hear used to be a | has the best Happy Hour. It's not stuffy and over crowded, it does try to be any more than it is. There are great drink specials and the menu is awesome."
item_41e2ac43d9334f0e,"Arts & Entertainment, Skating Rinks, Festivals, Active Life",Philadelphia,PA,-1,GoodForKids=True,"All I can say is make sure you come here on a day that is not brutally hot. There is really no shade unless you stay in one of those air-conditioned tentS. The | Place is great for kids, not so much for adults. If you really want to do outdoor roller blading I'd suggest this place. | Such a cute spot to come during the . It's very family friendly! There is plenty to do and much to eat. There is an arcade room, mini golf, roller skating"
item_41e3bc902a5c959b,"Active Life, Trainers, Fitness & Instruction, Gyms",Tucson,AZ,-1,GoodForKids=True,"No AED in the gym! Clearly his members health isn't a priority. Fabulous trainers but his uncaring attitude & disregard for his members was enough for me to g | Everything you need including classes! Zumba, Spin, , Step, Yoga. Very Clean positive atmosphere with great amenities. | Great personal training gym, lots of fun classes too, boot camp with Jessie will kick your butt!! The gym is nice, the bathrooms/locker area was super clean"
item_41e4377cc65d1ae2,"Automotive, Local Services, Truck Rental, Self Storage, Propane",Philadelphia,PA,-1,BusinessAcceptsCreditCards=True,"If things didn't end up working out, I would have given this U- location a 2 or a 1. I booked a cargo van online. I received an email confirmation and figur | We reserved a van for a long-distance move, to be picked up at . However, after being dropped off at by a friend, we were told that we needed | Rented a U- to put some stuff into in NJ. Checkout was smooth. Counterman was pleasant and efficient. Vehicle was practically new Chevy Cargo Van."
item_41e8a3706ce62bf8,"Pets, Pet Stores, Pet Services",Philadelphia,PA,-1,,"This claustrophobic store on South Street is hard to miss, standing out among the Bong Shop Renaissance with its own version of gaudy. Inside, though cramped, h | My bf FINALLY convinced me to adopt kittens, and thank god he did because they are awesome and cuddly and cute! He got so into the idea that before we even fill | such a bad attitude at the register. I asked for a certain product that we really like and it works well on my dog and they told me that what they had would be"
item_41e926cdcdd36be1,"Food, Convenience Stores",Philadelphia,PA,1,RestaurantsTakeOut=True;BusinessAcceptsCreditCards=True;BikeParking=True,"This place is the corner store to end all corner stores. You can get EVERYTHING here for dirt cheap. I've gotten their prepared and it's always been great. | Thank god for Papi's. The prices are so unbelievably low. Dump a bunch of stuff on the counter - sodas, chips, paper towels, gallon of milk, crackers, cat foo | YES. This is just an awesome place. When I go in, grab my Dr. Pepper, bag of chips and pack of Parliaments I feel like I'm a kid in a candy store again. They"
item_41e93f66a0e83b3e,"Shopping, Appliances, Local Services, Home & Garden, Appliances & Repair",Tucson,AZ,-1,BusinessAcceptsCreditCards=True,"I would give them no rating if it would let me. They were teamed up with 2-10 and in the middle of fixing my fridge they decided not to team up with them anymor | I first tried to call their number but got a voice mail, so I went to their website and explained what had already been checked. They never called back. I decid | I am grateful to Beck of of he is so knowledgeable and a straight shooter. I am glad to have come across this company!"
